emp_no,first_name,last_name,title,from_date,to_date
11024,Manton,Collavizza,Staff,1995-04-05,2001-05-18
11027,Remzi,Cappello,Assistant Engineer,1986-05-07,1991-05-07
11027,Remzi,Cappello,Engineer,1991-05-07,1996-05-06
11027,Remzi,Cappello,Senior Engineer,1996-05-06,9999-01-01
11028,Miyeon,Krider,Engineer,1986-06-18,1991-06-18
11028,Miyeon,Krider,Senior Engineer,1991-06-18,1997-09-04
11031,Ottavia,Walstra,Senior Staff,1993-10-24,9999-01-01
11031,Ottavia,Walstra,Staff,1985-10-24,1993-10-24
11032,Erez,Schaaf,Staff,1994-06-06,9999-01-01
11037,Lansing,Maliniak,Engineer,1988-01-28,1995-01-28
11037,Lansing,Maliniak,Senior Engineer,1995-01-28,9999-01-01
11038,Jinya,Beidas,Senior Staff,1992-07-15,9999-01-01
11038,Jinya,Beidas,Staff,1985-07-15,1992-07-15
11042,Gou,Breugel,Engineer,1993-06-21,2000-06-21
11042,Gou,Breugel,Senior Engineer,2000-06-21,9999-01-01
11048,Jaques,Demke,Senior Staff,1999-05-27,9999-01-01
11050,Elvis,Katiyar,Senior Staff,1991-05-06,9999-01-01
11050,Elvis,Katiyar,Staff,1986-05-06,1991-05-06
11051,Przemyslawa,Erol,Engineer,1991-03-27,2000-03-26
11051,Przemyslawa,Erol,Senior Engineer,2000-03-26,9999-01-01
11056,Palash,Speel,Staff,1997-07-01,9999-01-01
11060,Genevieve,Pokrovskii,Staff,1991-05-03,1991-09-27
11061,Pintsang,Erni,Senior Staff,2002-02-19,9999-01-01
11061,Pintsang,Erni,Staff,1993-02-19,2002-02-19
11064,Shawna,Vieri,Assistant Engineer,1990-02-28,1996-02-28
11064,Shawna,Vieri,Engineer,1996-02-28,2002-02-27
11064,Shawna,Vieri,Senior Engineer,2002-02-27,9999-01-01
11066,Shaz,Langford,Senior Staff,1996-04-30,9999-01-01
11070,Adib,Raney,Engineer,1985-07-24,1991-07-24
11070,Adib,Raney,Senior Engineer,1991-07-24,9999-01-01
11071,Kwan,Sigstam,Engineer,1992-05-23,2001-05-23
11071,Kwan,Sigstam,Senior Engineer,2001-05-23,9999-01-01
11075,Karsten,Belinskaya,Senior Engineer,1998-05-06,9999-01-01
11077,Hideyuki,Merro,Senior Staff,1998-04-30,1998-10-11
11079,Piyush,Garigliano,Engineer,1994-05-26,2001-05-26
11079,Piyush,Garigliano,Senior Engineer,2001-05-26,9999-01-01
11081,Barry,Boyle,Senior Staff,1994-06-17,9999-01-01
11081,Barry,Boyle,Staff,1985-06-17,1994-06-17
11083,Shimshon,Ducloy,Senior Staff,2000-10-04,9999-01-01
11083,Shimshon,Ducloy,Staff,1992-10-04,2000-10-04
11084,Greger,Senzako,Engineer,1990-05-31,1999-05-31
11084,Greger,Senzako,Senior Engineer,1999-05-31,9999-01-01
11085,Hailing,Thummel,Senior Engineer,1996-02-10,9999-01-01
11087,Changho,Jayawardene,Senior Engineer,1998-03-18,9999-01-01
11089,Conal,Henders,Senior Staff,1994-08-13,9999-01-01
11091,Souichi,Ramsay,Engineer,1999-09-11,9999-01-01
11092,Narain,Stamatiou,Staff,1999-04-05,9999-01-01
11098,Arnd,Covnot,Engineer,1997-01-08,9999-01-01
11100,Berna,Cochrane,Senior Staff,1993-10-13,9999-01-01
11100,Berna,Cochrane,Staff,1986-10-13,1993-10-13
11106,Aris,Iwayama,Assistant Engineer,1985-08-31,1991-08-31
11106,Aris,Iwayama,Engineer,1991-08-31,1997-08-30
11106,Aris,Iwayama,Senior Engineer,1997-08-30,9999-01-01
11110,Valeska,Birjandi,Staff,1987-11-14,1992-03-30
11111,Udi,Zastre,Assistant Engineer,1994-12-25,9999-01-01
11112,Boaz,Mukaidono,Staff,1995-04-28,9999-01-01
11113,Shahab,Peng,Senior Staff,1991-11-30,9999-01-01
11113,Shahab,Peng,Staff,1985-11-30,1991-11-30
11114,Tse,Felcyn,Staff,1993-02-13,1999-06-22
11119,Ramzi,Luga,Engineer,1994-06-21,1995-10-23
11121,Vugranam,Kakkad,Engineer,1992-10-31,1999-11-01
11121,Vugranam,Kakkad,Senior Engineer,1999-11-01,9999-01-01
11130,Xinyu,Menhoudj,Senior Staff,1997-02-17,9999-01-01
11132,Kristin,Harnett,Engineer,1994-08-30,1999-08-30
11132,Kristin,Harnett,Senior Engineer,1999-08-30,9999-01-01
11133,Nalini,Azulay,Technique Leader,1994-03-06,9999-01-01
11134,Sachar,Rajcani,Engineer,1993-05-19,2002-05-19
11134,Sachar,Rajcani,Senior Engineer,2002-05-19,9999-01-01
11137,Hugh,Luca,Engineer,1995-03-16,9999-01-01
11139,Bogdan,Homond,Senior Staff,1995-05-11,9999-01-01
11139,Bogdan,Homond,Staff,1990-05-11,1995-05-11
11143,Yongdong,Rosen,Engineer,1996-05-09,9999-01-01
11144,Carrsten,Heinisuo,Senior Staff,2002-07-19,9999-01-01
11144,Carrsten,Heinisuo,Staff,1996-07-19,2002-07-19
11145,Jinxi,Baak,Engineer,1999-04-23,1999-05-24
11146,Ishfaq,Masand,Senior Staff,1997-08-21,9999-01-01
11146,Ishfaq,Masand,Staff,1991-08-22,1997-08-21
11147,Ayonca,Nitsch,Engineer,1997-12-04,9999-01-01
11148,Zhanqiu,Botman,Senior Staff,1997-02-08,9999-01-01
11148,Zhanqiu,Botman,Staff,1990-02-08,1997-02-08
11156,Tomoyuki,Armand,Staff,1995-09-07,1998-07-31
11158,Masaki,Hagimont,Engineer,1996-04-20,2002-04-20
11158,Masaki,Hagimont,Senior Engineer,2002-04-20,9999-01-01
11162,Kauko,Narlikar,Engineer,1985-03-28,1990-03-28
11162,Kauko,Narlikar,Senior Engineer,1990-03-28,9999-01-01
11168,Shmuel,Tetzlaff,Senior Staff,2001-07-15,9999-01-01
11168,Shmuel,Tetzlaff,Staff,1996-07-15,2001-07-15
11170,Minghong,Cannard,Senior Engineer,1990-06-20,9999-01-01
11174,Akhilish,Milicia,Engineer,1999-06-07,9999-01-01
11177,Chrisa,dAstous,Senior Engineer,1999-09-11,9999-01-01
11180,Mitsuyuki,Bojadziev,Engineer,1986-06-11,1992-06-10
11180,Mitsuyuki,Bojadziev,Senior Engineer,1992-06-10,9999-01-01
11181,Hausi,Cullers,Engineer,1997-11-03,9999-01-01
11185,Aloys,Baezner,Senior Staff,2000-01-26,9999-01-01
11185,Aloys,Baezner,Staff,1995-01-26,2000-01-26
11186,Kshitij,Stasinski,Engineer,1994-12-10,2000-12-09
11186,Kshitij,Stasinski,Senior Engineer,2000-12-09,9999-01-01
11189,Dante,Bodoff,Senior Staff,1991-09-07,9999-01-01
11192,Apostol,Bahr,Engineer,1998-04-07,9999-01-01
11195,Masanao,Lovengreen,Senior Engineer,1991-06-13,1999-05-16
11197,Tadahiro,Fordan,Senior Staff,1989-09-12,9999-01-01
11201,Jouko,Masaki,Staff,1995-10-31,9999-01-01
11203,Sakthirel,Yetto,Senior Staff,1996-01-06,1996-06-15
11203,Sakthirel,Yetto,Staff,1988-01-06,1996-01-06
11204,Diederik,Covnot,Technique Leader,1985-09-18,9999-01-01
11206,Steen,Sury,Staff,1993-05-07,2000-05-04
11207,Saeed,Gips,Engineer,1999-01-31,9999-01-01
11208,Saniya,Valtorta,Technique Leader,1994-11-17,9999-01-01
11211,Yurij,Rissland,Senior Engineer,1985-09-17,9999-01-01
11213,Vugranam,Munoz,Technique Leader,1999-02-04,9999-01-01
11217,Kellie,Mawatari,Senior Engineer,1990-03-11,9999-01-01
11218,Kirk,Hemaspaandra,Technique Leader,1994-04-06,2002-04-19
11221,Alselm,Hammerschmidt,Engineer,1989-08-22,1995-03-13
11229,Gretta,Ramamoorthy,Engineer,1991-07-26,2000-07-25
11229,Gretta,Ramamoorthy,Senior Engineer,2000-07-25,9999-01-01
11232,Hidefumi,Crelier,Senior Staff,2000-08-01,9999-01-01
11232,Hidefumi,Crelier,Staff,1994-08-02,2000-08-01
11233,Sanjit,Waschkowski,Engineer,1991-12-14,1998-12-14
11233,Sanjit,Waschkowski,Senior Engineer,1998-12-14,9999-01-01
11240,Kiam,Condotta,Assistant Engineer,1989-01-06,1997-01-06
11240,Kiam,Condotta,Engineer,1997-01-06,9999-01-01
11243,Udi,Desikan,Assistant Engineer,2000-01-20,9999-01-01
11249,Randi,Cyre,Assistant Engineer,1986-09-22,1994-09-22
11249,Randi,Cyre,Engineer,1994-09-22,9999-01-01
11251,Bezalel,Chinal,Senior Staff,1993-06-15,9999-01-01
11251,Bezalel,Chinal,Staff,1986-06-15,1993-06-15
11253,Koldo,Pokrovskii,Engineer,1992-05-22,2000-05-22
11253,Koldo,Pokrovskii,Senior Engineer,2000-05-22,9999-01-01
11254,Danel,Rindone,Staff,1998-12-19,9999-01-01
11258,Aris,Maccarone,Senior Staff,1998-03-28,9999-01-01
11258,Aris,Maccarone,Staff,1991-03-28,1998-03-28
11266,Florina,Rohrbach,Engineer,1997-05-12,2002-05-12
11266,Florina,Rohrbach,Senior Engineer,2002-05-12,9999-01-01
11267,Shaunak,Zaumen,Senior Engineer,1996-04-09,9999-01-01
11268,Aimee,Petersohn,Engineer,1987-10-25,1995-10-25
11268,Aimee,Petersohn,Senior Engineer,1995-10-25,9999-01-01
11274,Masanao,Nicolson,Staff,1999-12-13,9999-01-01
11275,Hitomi,Eppinger,Engineer,1989-04-25,1998-04-25
11275,Hitomi,Eppinger,Senior Engineer,1998-04-25,9999-01-01
11288,Domenico,Eastman,Senior Staff,1997-06-03,1997-09-28
11289,Chuanti,Cherinka,Engineer,1989-02-22,1996-02-23
11289,Chuanti,Cherinka,Senior Engineer,1996-02-23,9999-01-01
11290,Visit,Dredge,Engineer,1999-05-13,9999-01-01
11291,Gino,Glowinski,Senior Engineer,1985-10-20,2001-04-15
11292,Souichi,Sichman,Engineer,1989-02-11,1996-02-12
11292,Souichi,Sichman,Senior Engineer,1996-02-12,9999-01-01
11294,Tru,Segond,Assistant Engineer,1989-06-13,1994-06-13
11294,Tru,Segond,Engineer,1994-06-13,1999-06-13
11294,Tru,Segond,Senior Engineer,1999-06-13,9999-01-01
11295,Abdelkader,Lanzelotte,Senior Staff,1990-05-15,9999-01-01
11295,Abdelkader,Lanzelotte,Staff,1985-05-15,1990-05-15
11296,Hironobu,Kenevan,Engineer,1989-09-26,1994-09-26
11296,Hironobu,Kenevan,Senior Engineer,1994-09-26,9999-01-01
11297,Geraldo,Levergood,Engineer,1991-02-16,1991-02-22
11300,Lillian,Fontet,Engineer,1992-09-10,1996-12-20
11301,Mingzeng,Oxenboll,Senior Staff,1996-05-23,9999-01-01
11301,Mingzeng,Oxenboll,Staff,1989-05-23,1996-05-23
11302,Shem,Senzako,Staff,1991-07-01,1993-01-29
11315,Neven,Meriste,Staff,2000-01-18,2002-01-17
11317,Shigeaki,Hagimont,Senior Staff,2000-09-07,9999-01-01
11317,Shigeaki,Hagimont,Staff,1995-09-08,2000-09-07
11319,Pranas,Marrakchi,Assistant Engineer,1998-11-01,9999-01-01
11320,Atilio,McAlpine,Senior Staff,1998-04-06,9999-01-01
11320,Atilio,McAlpine,Staff,1990-04-06,1998-04-06
11322,Nathalie,Pocchiola,Assistant Engineer,1985-07-07,1992-07-07
11322,Nathalie,Pocchiola,Engineer,1992-07-07,1999-07-08
11322,Nathalie,Pocchiola,Senior Engineer,1999-07-08,9999-01-01
11324,Kauko,Billingsley,Senior Engineer,1985-08-29,9999-01-01
11325,Samphel,Rossi,Engineer,1999-01-10,9999-01-01
11326,Munenori,Plesums,Engineer,1990-02-19,1999-02-19
11326,Munenori,Plesums,Senior Engineer,1999-02-19,9999-01-01
11338,Kwangsub,Hanratty,Senior Staff,1998-10-28,9999-01-01
11339,Flemming,Massonet,Senior Engineer,1989-12-19,9999-01-01
11340,Aris,Bala,Engineer,1991-09-11,1998-09-11
11340,Aris,Bala,Senior Engineer,1998-09-11,9999-01-01
11343,Susanne,Erez,Engineer,1989-02-27,1995-02-27
11343,Susanne,Erez,Senior Engineer,1995-02-27,9999-01-01
11347,Anneli,Jonsson,Engineer,1986-04-20,1992-04-19
11347,Anneli,Jonsson,Senior Engineer,1992-04-19,9999-01-01
11349,Yurii,Hammerschmidt,Assistant Engineer,1992-06-27,1999-06-28
11349,Yurii,Hammerschmidt,Engineer,1999-06-28,9999-01-01
11360,Fen,Schach,Senior Staff,1997-01-12,9999-01-01
11360,Fen,Schach,Staff,1989-01-12,1997-01-12
11365,Toshimi,Shinomoto,Engineer,1997-12-18,9999-01-01
11372,Susanta,Vilarrasa,Senior Staff,1993-05-14,2000-05-04
11373,Yongmao,Keohane,Senior Staff,2000-07-18,9999-01-01
11373,Yongmao,Keohane,Staff,1992-07-18,2000-07-18
11376,Valery,Suomi,Senior Staff,1994-03-14,9999-01-01
11376,Valery,Suomi,Staff,1986-03-14,1994-03-14
11380,Kenroku,Pelc,Assistant Engineer,1991-04-19,1996-04-18
11380,Kenroku,Pelc,Engineer,1996-04-18,2001-04-18
11380,Kenroku,Pelc,Senior Engineer,2001-04-18,9999-01-01
11385,Shiv,Ullian,Engineer,1999-08-08,9999-01-01
11386,Alselm,Assaf,Engineer,1987-11-30,1993-11-29
11386,Alselm,Assaf,Senior Engineer,1993-11-29,9999-01-01
11387,Jordanka,Kalloufi,Engineer,1997-05-11,1997-12-13
11393,Junsik,Junot,Engineer,1985-04-30,1992-04-30
11393,Junsik,Junot,Senior Engineer,1992-04-30,9999-01-01
11396,Anneke,Servieres,Engineer,1997-02-04,9999-01-01
11398,Oscar,Peir,Senior Staff,2001-09-07,9999-01-01
11398,Oscar,Peir,Staff,1994-09-07,2001-09-07
11401,Huan,Merey,Staff,1995-04-15,9999-01-01
11404,Bedrich,Borovoy,Technique Leader,1990-09-25,9999-01-01
11406,Eberhardt,Gini,Senior Staff,1996-03-13,9999-01-01
11406,Eberhardt,Gini,Staff,1989-03-13,1996-03-13
11410,Gro,Vendrig,Engineer,1999-10-25,9999-01-01
11414,Eishiro,Pearson,Senior Staff,1996-01-03,1997-10-06
11414,Eishiro,Pearson,Staff,1989-01-02,1996-01-03
11415,Sanjiv,Anido,Engineer,1996-12-07,9999-01-01
11417,Anneli,Cyne,Technique Leader,1992-12-21,9999-01-01
11418,Satosi,Cooley,Senior Staff,1991-12-30,9999-01-01
11420,Tsutomu,Lalonde,Senior Staff,1992-01-31,9999-01-01
11421,Josyula,Msuda,Engineer,1986-09-02,1995-09-02
11421,Josyula,Msuda,Senior Engineer,1995-09-02,9999-01-01
11423,Guangming,Kopetz,Staff,1998-10-13,9999-01-01
11425,Renee,Crelier,Senior Engineer,1990-08-27,9999-01-01
11428,Remco,Reinhart,Engineer,1994-07-31,1998-07-04
11431,Youngkon,Picht,Senior Staff,1991-09-16,2001-03-03
11431,Youngkon,Picht,Staff,1985-09-16,1991-09-16
11441,Marlo,Aingworth,Senior Staff,1987-03-27,9999-01-01
11446,Naftali,Narahara,Engineer,1991-04-06,1999-04-06
11446,Naftali,Narahara,Senior Engineer,1999-04-06,9999-01-01
11449,Kotesh,Asser,Engineer,1995-02-03,2000-02-03
11449,Kotesh,Asser,Senior Engineer,2000-02-03,9999-01-01
11451,Eben,Rajaraman,Senior Engineer,1990-05-20,9999-01-01
11452,Shigehito,Luby,Senior Staff,2001-08-26,9999-01-01
11452,Shigehito,Luby,Staff,1993-08-26,2001-08-26
11459,Duke,Suomi,Senior Staff,1992-05-02,9999-01-01
11459,Duke,Suomi,Staff,1986-05-03,1992-05-02
11460,Mana,Maraist,Engineer,1992-05-28,2001-05-28
11460,Mana,Maraist,Senior Engineer,2001-05-28,9999-01-01
11461,Kish,Cronau,Engineer,1986-08-19,1992-08-18
11461,Kish,Cronau,Senior Engineer,1992-08-18,1997-07-20
11468,Navin,Maksimenko,Staff,1996-03-19,1997-04-07
11469,Guttorm,Giaccio,Engineer,1994-09-08,1999-09-08
11469,Guttorm,Giaccio,Senior Engineer,1999-09-08,9999-01-01
11474,Gennady,Akazan,Engineer,1993-12-29,9999-01-01
11476,Manton,Yoshizawa,Staff,1994-01-15,9999-01-01
11477,Fox,Narahari,Engineer,1996-07-28,1996-09-12
11479,Shridhar,Pleszkun,Staff,1999-02-10,9999-01-01
11501,Karsten,Ranum,Senior Staff,1999-10-24,2002-03-20
11501,Karsten,Ranum,Staff,1991-10-24,1999-10-24
11503,Nathan,Picht,Engineer,1997-04-09,2002-04-09
11503,Nathan,Picht,Senior Engineer,2002-04-09,9999-01-01
11506,Rance,Picel,Staff,1996-04-08,9999-01-01
11509,Aleksander,Feldhoffer,Engineer,1987-11-12,1992-11-11
11509,Aleksander,Feldhoffer,Senior Engineer,1992-11-11,9999-01-01
11513,Otmar,Mahnke,Senior Staff,1998-08-25,9999-01-01
11513,Otmar,Mahnke,Staff,1992-08-25,1998-08-25
11515,Ulf,Basawa,Staff,1998-09-21,9999-01-01
11518,Jinxi,Oxman,Senior Staff,1999-09-22,9999-01-01
11518,Jinxi,Oxman,Staff,1994-09-22,1999-09-22
11519,Halsur,Chinen,Senior Staff,1997-06-12,9999-01-01
11521,Eldridge,Eastman,Staff,1995-10-17,2000-06-08
11523,Yuguang,Pezzoli,Assistant Engineer,1992-12-23,1998-12-23
11523,Yuguang,Pezzoli,Engineer,1998-12-23,9999-01-01
11524,Xiadong,Standera,Senior Engineer,1996-07-05,9999-01-01
11526,Tonny,Impagliazzo,Senior Staff,1998-02-22,1998-11-28
11526,Tonny,Impagliazzo,Staff,1992-02-23,1998-02-22
11527,Alagu,Boyle,Staff,1999-01-28,9999-01-01
11528,Zito,Dolinsky,Technique Leader,1987-06-15,9999-01-01
11531,Radhika,Motley,Technique Leader,1992-11-04,9999-01-01
11533,Vitaly,Lorch,Technique Leader,1991-08-20,9999-01-01
11537,DAIDA,Pehl,Senior Staff,1986-07-06,9999-01-01
11540,Chanjung,Portugali,Engineer,1997-07-02,2002-07-02
11540,Chanjung,Portugali,Senior Engineer,2002-07-02,9999-01-01
11554,Subhash,Taubenfeld,Staff,1998-07-15,9999-01-01
11555,Kotesh,Perfilyeva,Senior Staff,1991-10-14,9999-01-01
11555,Kotesh,Perfilyeva,Staff,1986-10-14,1991-10-14
11562,Rimli,Alencar,Engineer,1988-06-30,1994-12-13
11567,Teiji,Mitzlaff,Senior Staff,1996-02-03,9999-01-01
11567,Teiji,Mitzlaff,Staff,1988-02-03,1996-02-03
11568,Martins,Fujisaki,Engineer,1992-03-13,2000-03-13
11568,Martins,Fujisaki,Senior Engineer,2000-03-13,9999-01-01
11573,Pranas,Hutton,Engineer,1990-02-04,1995-02-04
11573,Pranas,Hutton,Senior Engineer,1995-02-04,9999-01-01
11575,Godehard,Plotkin,Assistant Engineer,1994-06-01,2000-05-31
11575,Godehard,Plotkin,Engineer,2000-05-31,9999-01-01
11577,Mayumi,Deyuan,Engineer,1992-09-23,1998-09-23
11577,Mayumi,Deyuan,Senior Engineer,1998-09-23,9999-01-01
11578,Edwin,Rosti,Engineer,1985-11-22,1991-11-22
11578,Edwin,Rosti,Senior Engineer,1991-11-22,2002-02-17
11581,Patricio,Rosenbaum,Engineer,1992-11-13,2001-11-13
11581,Patricio,Rosenbaum,Senior Engineer,2001-11-13,9999-01-01
11587,Shem,Zambonelli,Senior Engineer,1989-04-24,9999-01-01
11588,Kaijung,Panangaden,Senior Staff,1994-12-24,1995-06-12
11589,Gina,Plessier,Engineer,1994-05-06,2001-05-06
11589,Gina,Plessier,Senior Engineer,2001-05-06,9999-01-01
11595,Takanari,Kamber,Senior Staff,1992-09-08,9999-01-01
11596,Yannik,Gunderson,Staff,1995-11-23,9999-01-01
11597,Yongdong,Talmon,Senior Engineer,1990-02-01,1998-12-07
11602,Somnath,Malabarba,Senior Staff,2001-06-21,9999-01-01
11602,Somnath,Malabarba,Staff,1993-06-21,2001-06-21
11603,Herb,Swen,Senior Staff,1994-04-13,9999-01-01
11603,Herb,Swen,Staff,1985-04-13,1994-04-13
11606,Perry,Pepe,Senior Staff,1999-09-27,9999-01-01
11606,Perry,Pepe,Staff,1994-09-27,1999-09-27
11607,Tomokazu,Foong,Engineer,1995-04-19,9999-01-01
11615,Shem,Isaak,Senior Staff,2000-08-28,9999-01-01
11615,Shem,Isaak,Staff,1991-08-29,2000-08-28
11616,Zhilian,Brendel,Assistant Engineer,1993-12-30,1998-12-30
11616,Zhilian,Brendel,Engineer,1998-12-30,9999-01-01
11624,Adil,Gammage,Engineer,1989-07-15,1996-07-15
11624,Adil,Gammage,Senior Engineer,1996-07-15,9999-01-01
11628,Fan,Malinowski,Engineer,1988-10-23,1997-10-23
11628,Fan,Malinowski,Senior Engineer,1997-10-23,9999-01-01
11636,Fumitaka,Shiratori,Engineer,1992-11-16,1998-01-01
11640,Valeri,Coorg,Senior Engineer,1988-09-26,9999-01-01
11641,Chikako,Rothenberg,Senior Engineer,1991-06-18,9999-01-01
11644,Sanjit,Zaiane,Assistant Engineer,1995-08-09,9999-01-01
11646,Lobel,Rubsam,Engineer,1999-12-15,9999-01-01
11647,Magy,Nitsche,Engineer,1988-05-11,1993-05-11
11647,Magy,Nitsche,Senior Engineer,1993-05-11,9999-01-01
11649,Shen,Bernardinello,Technique Leader,1992-12-11,9999-01-01
11660,Gill,Stenning,Senior Staff,1994-11-22,9999-01-01
11660,Gill,Stenning,Staff,1986-11-22,1994-11-22
11664,Oksana,Brizzi,Senior Staff,1990-09-07,9999-01-01
11667,Kristian,Marchegay,Senior Staff,1996-09-07,9999-01-01
11667,Kristian,Marchegay,Staff,1990-09-08,1996-09-07
11673,Henk,Felder,Technique Leader,1989-06-10,9999-01-01
11676,Valeri,Ferriere,Engineer,1998-07-15,9999-01-01
11681,Fumitake,Benzmuller,Engineer,1988-08-27,1995-08-28
11681,Fumitake,Benzmuller,Senior Engineer,1995-08-28,9999-01-01
11684,Oksana,Gide,Senior Staff,1995-02-21,9999-01-01
11684,Oksana,Gide,Staff,1986-02-21,1995-02-21
11686,Nadjib,Srimani,Senior Staff,2000-04-20,2000-07-22
11686,Nadjib,Srimani,Staff,1995-04-21,2000-04-20
11690,Domenick,Raczkowsky,Staff,1997-09-23,9999-01-01
11693,Hideo,Coorg,Senior Engineer,1991-08-24,9999-01-01
11696,Dante,Rothe,Senior Staff,1994-10-23,9999-01-01
11696,Dante,Rothe,Staff,1985-10-23,1994-10-23
11705,Arve,Hofmeyr,Senior Staff,1990-10-30,1994-06-30
11705,Arve,Hofmeyr,Staff,1985-10-30,1990-10-30
11708,Chenye,Angot,Staff,1992-09-18,1996-07-28
11713,Danel,Heusch,Engineer,1994-10-04,2000-10-03
11713,Danel,Heusch,Senior Engineer,2000-10-03,9999-01-01
11732,Sanjoy,Ranft,Senior Engineer,1996-12-22,9999-01-01
11733,Leszek,Sudbeck,Engineer,1992-01-12,2001-01-11
11733,Leszek,Sudbeck,Senior Engineer,2001-01-11,9999-01-01
11735,Amalendu,Picci,Senior Staff,1997-07-14,9999-01-01
11735,Amalendu,Picci,Staff,1988-07-14,1997-07-14
11736,Shugo,Uchoa,Senior Engineer,1994-03-07,9999-01-01
11737,Martina,Garnier,Assistant Engineer,1995-07-11,9999-01-01
11738,Tadahiro,Lichtman,Engineer,1986-06-19,1992-06-18
11738,Tadahiro,Lichtman,Senior Engineer,1992-06-18,1995-06-27
11746,Koichi,Marrakchi,Senior Staff,1995-11-18,9999-01-01
11746,Koichi,Marrakchi,Staff,1988-11-17,1995-11-18
11747,Aksel,Kossowski,Senior Staff,1993-02-20,1999-01-16
11747,Aksel,Kossowski,Staff,1986-02-20,1993-02-20
11748,Lihong,Massonet,Engineer,1996-07-24,9999-01-01
11751,Jiafu,Emiris,Senior Staff,1993-11-03,9999-01-01
11751,Jiafu,Emiris,Staff,1988-11-03,1993-11-03
11755,Zhenbing,Karner,Senior Staff,1996-12-04,2002-01-08
11755,Zhenbing,Karner,Staff,1990-12-05,1996-12-04
11756,Abdelwaheb,Vakili,Engineer,1999-11-26,9999-01-01
11763,Yuriy,Liesche,Engineer,1997-04-18,9999-01-01
11764,Sanjay,Anick,Engineer,1991-12-16,1996-12-15
11764,Sanjay,Anick,Senior Engineer,1996-12-15,9999-01-01
11765,Zorica,Junet,Senior Staff,2000-07-03,9999-01-01
11765,Zorica,Junet,Staff,1991-07-04,2000-07-03
11769,Chandrasekaran,Lampe,Senior Staff,2001-10-22,9999-01-01
11769,Chandrasekaran,Lampe,Staff,1993-10-22,2001-10-22
11770,Arumugam,Jakobus,Engineer,1992-11-29,2000-11-29
11770,Arumugam,Jakobus,Senior Engineer,2000-11-29,9999-01-01
11772,Gaurav,Penz,Engineer,1999-11-07,9999-01-01
11774,Aron,Wroclawski,Engineer,1998-11-26,9999-01-01
11778,Dhritiman,Fontan,Engineer,1992-12-28,1997-12-28
11778,Dhritiman,Fontan,Senior Engineer,1997-12-28,9999-01-01
11779,Shunichi,Thombley,Staff,1996-11-21,9999-01-01
11791,Gal,Mamelak,Senior Engineer,1994-11-15,9999-01-01
11797,Chenxi,Thambidurai,Senior Staff,1996-08-30,9999-01-01
11797,Chenxi,Thambidurai,Staff,1988-08-30,1996-08-30
11801,Tommaso,Dayang,Senior Staff,1997-06-12,9999-01-01
11801,Tommaso,Dayang,Staff,1992-06-12,1997-06-12
11805,Rosine,Grandbois,Assistant Engineer,1985-09-01,1991-02-05
11807,Chriss,Binding,Technique Leader,1992-07-11,9999-01-01
11810,Amabile,Bhattacharjee,Senior Engineer,1992-01-05,9999-01-01
11811,Herb,Boissier,Senior Staff,1998-03-28,9999-01-01
11811,Herb,Boissier,Staff,1992-03-28,1998-03-28
11813,Gita,Muhlberg,Staff,1987-03-16,1991-07-20
11814,Manohar,Shinomoto,Staff,1996-06-09,1998-10-24
11817,Niranjan,Markovitch,Senior Staff,1993-04-12,9999-01-01
11817,Niranjan,Markovitch,Staff,1986-04-12,1993-04-12
11821,Mary,Piazza,Senior Engineer,1995-12-13,2001-10-26
11822,Sastry,Madeira,Staff,1996-07-07,9999-01-01
11823,Weiyi,Iacovou,Senior Engineer,1995-10-23,9999-01-01
11829,Chaosheng,Pettis,Assistant Engineer,1999-10-11,9999-01-01
11832,Arto,Zlotek,Engineer,1996-02-04,9999-01-01
11836,Ortrud,Bakhtari,Senior Staff,1989-07-28,9999-01-01
11838,Taiji,Nitta,Staff,1986-07-11,1991-05-09
11841,Elvia,Bugrara,Staff,1996-04-02,9999-01-01
11842,Moto,Piazza,Senior Staff,1999-12-11,9999-01-01
11842,Moto,Piazza,Staff,1991-12-11,1999-12-11
11844,Shawna,Demeyer,Engineer,1988-01-27,1995-01-27
11844,Shawna,Demeyer,Senior Engineer,1995-01-27,9999-01-01
11846,Fai,Perly,Engineer,1994-06-22,1999-06-22
11846,Fai,Perly,Senior Engineer,1999-06-22,9999-01-01
11847,Tzvetan,Brandsma,Senior Engineer,1996-01-13,1999-05-23
11853,Zeljko,Kusakabe,Senior Staff,1996-11-17,9999-01-01
11853,Zeljko,Kusakabe,Staff,1988-11-17,1996-11-17
11857,Divier,Farrag,Senior Staff,1986-08-27,9999-01-01
11862,Alejandra,Deville,Engineer,1993-01-20,1998-01-20
11862,Alejandra,Deville,Senior Engineer,1998-01-20,9999-01-01
11864,Pradeep,Kriebel,Staff,1995-11-02,9999-01-01
11868,Kwee,Demke,Engineer,1995-04-03,9999-01-01
11869,Fumino,Luca,Engineer,1996-08-12,9999-01-01
11871,Nalini,Sommen,Engineer,1993-10-13,1998-10-13
11871,Nalini,Sommen,Senior Engineer,1998-10-13,9999-01-01
11872,Cheong,Riexinger,Senior Staff,2002-02-12,9999-01-01
11872,Cheong,Riexinger,Staff,1994-02-12,2002-02-12
11876,Leszek,Kobuchi,Engineer,1991-06-08,2000-06-07
11876,Leszek,Kobuchi,Senior Engineer,2000-06-07,9999-01-01
